rank,tickers,ema_fast,ema_slow,width,max_cost,tp,sl,entry,exit,n_trades,win_rate,final_bal,IS_ret_%,OOS_ret_%
14582,NVDA,9,20,1.0,50.0,0.7,0.3,10:30,15:00,78,16.7,284.07,-5.3,
14583,NVDA,12,20,5.0,20.0,0.6,0.3,10:00,15:00,78,5.1,284.19,-5.3,
14584,NVDA,12,20,5.0,20.0,0.7,0.3,10:00,15:00,78,5.1,284.19,-5.3,
14585,"QQQ,NVDA",12,20,1.0,50.0,0.8,0.6,09:45,15:00,78,30.8,283.99,-5.3,
14586,"QQQ,NVDA",12,26,1.0,50.0,0.8,0.4,10:30,14:30,78,34.6,284.19,-5.3,
14587,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.7,0.5,09:45,14:30,78,25.6,284.08,-5.3,
14588,"QQQ,NVDA",5,15,3.0,20.0,0.6,0.6,09:45,15:30,78,9.0,284.07,-5.3,
14589,"QQQ,NVDA",12,26,1.0,20.0,0.6,0.4,10:00,15:30,78,17.9,284.02,-5.3,
14590,NVDA,5,26,1.0,50.0,0.8,0.6,10:00,15:30,78,28.2,283.85,-5.4,
14591,"QQQ,NVDA",12,26,3.0,30.0,0.9,0.6,10:00,15:00,78,19.2,283.68,-5.4,
14592,"SPY,QQQ,NVDA",12,30,5.0,20.0,0.9,0.5,10:00,15:30,78,6.4,283.7,-5.4,
14593,"QQQ,NVDA",12,20,3.0,50.0,0.8,0.4,09:45,15:00,78,15.4,283.82,-5.4,
14594,"SPY,QQQ,NVDA",12,30,5.0,20.0,0.8,0.5,10:00,15:30,78,6.4,283.7,-5.4,
14595,NVDA,5,26,1.0,20.0,0.7,0.4,10:00,15:00,78,17.9,283.92,-5.4,
14596,NVDA,12,20,1.0,20.0,0.6,0.6,10:30,15:00,78,26.9,283.72,-5.4,
14597,"SPY,QQQ,NVDA",5,15,2.0,20.0,0.8,0.3,10:00,14:30,78,14.1,283.75,-5.4,
14598,"SPY,QQQ,NVDA",12,30,2.0,20.0,0.8,0.6,10:30,15:00,78,20.5,283.79,-5.4,
14599,"SPY,QQQ,NVDA",5,26,1.0,50.0,0.7,0.4,09:45,15:30,78,21.8,283.93,-5.4,
14600,"SPY,QQQ,NVDA",12,30,3.0,20.0,0.6,0.6,10:00,15:00,78,12.8,283.8,-5.4,
14601,"SPY,QQQ,NVDA",12,30,1.0,20.0,0.9,0.4,10:30,15:00,78,20.5,283.76,-5.4,
14602,"QQQ,NVDA",5,26,1.0,20.0,0.8,0.6,10:30,14:30,78,28.2,283.7,-5.4,
14603,"SPY,QQQ,NVDA",5,26,2.0,30.0,0.6,0.5,09:45,14:30,78,23.1,283.5,-5.5,
14604,"QQQ,NVDA",9,20,1.0,20.0,0.8,0.4,10:30,15:00,78,23.1,283.59,-5.5,
14605,"QQQ,NVDA",9,20,1.0,50.0,0.6,0.6,10:30,15:30,78,29.5,283.45,-5.5,
14606,"SPY,QQQ,NVDA",9,20,1.0,20.0,0.6,0.3,10:00,15:00,78,16.7,283.4,-5.5,
14607,"QQQ,NVDA",12,15,2.0,20.0,0.6,0.6,10:00,15:00,78,20.5,283.45,-5.5,
14608,"QQQ,NVDA",9,20,1.0,20.0,0.6,0.5,10:30,15:00,78,23.1,283.61,-5.5,
14609,"SPY,QQQ,NVDA",12,20,1.0,30.0,0.8,0.3,10:00,15:00,78,16.7,283.6,-5.5,
14610,NVDA,12,26,1.0,20.0,0.9,0.6,10:30,15:00,78,30.8,283.45,-5.5,
14611,"SPY,QQQ,NVDA",5,26,1.0,20.0,0.9,0.3,09:45,15:30,78,11.5,283.53,-5.5,
14612,"QQQ,NVDA",9,15,1.0,20.0,0.6,0.5,10:00,15:30,78,19.2,283.38,-5.5,
14613,NVDA,9,15,1.0,50.0,0.9,0.6,10:00,14:30,78,35.9,283.42,-5.5,
14614,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.6,0.4,10:30,14:30,78,24.4,283.44,-5.5,
14615,"QQQ,NVDA",9,20,1.0,20.0,0.9,0.4,10:30,15:00,78,23.1,283.59,-5.5,
14616,"SPY,QQQ,NVDA",9,15,3.0,20.0,0.8,0.3,10:30,15:30,78,6.4,283.3,-5.6,
14617,"QQQ,NVDA",9,30,5.0,20.0,0.6,0.6,10:00,14:30,78,20.5,283.13,-5.6,
14618,"QQQ,NVDA",5,26,1.0,20.0,0.6,0.5,10:00,15:30,78,16.7,283.28,-5.6,
14619,"QQQ,NVDA",9,20,2.0,50.0,0.6,0.3,10:30,15:00,78,23.1,283.2,-5.6,
14620,NVDA,12,20,5.0,20.0,0.7,0.3,09:45,15:00,78,5.1,283.21,-5.6,
14621,"QQQ,NVDA",9,26,1.0,50.0,0.9,0.3,10:00,15:00,78,23.1,283.35,-5.6,
14622,"QQQ,NVDA",9,30,5.0,20.0,0.8,0.6,10:00,14:30,78,20.5,283.13,-5.6,
14623,"QQQ,NVDA",12,20,3.0,20.0,0.6,0.3,09:45,15:30,78,6.4,283.25,-5.6,
14624,NVDA,12,20,5.0,20.0,0.6,0.3,09:45,15:00,78,5.1,283.21,-5.6,
14625,"SPY,QQQ,NVDA",5,26,1.0,30.0,0.9,0.4,09:45,15:30,78,20.5,283.32,-5.6,
14626,"QQQ,NVDA",9,15,1.0,30.0,0.9,0.6,09:45,15:30,78,26.9,283.11,-5.6,
14627,"QQQ,NVDA",12,30,1.0,30.0,0.7,0.6,10:30,15:00,78,33.3,283.1,-5.6,
14628,"SPY,QQQ,NVDA",9,15,1.0,20.0,0.6,0.6,10:30,15:30,78,20.5,283.32,-5.6,
14629,"SPY,QQQ,NVDA",9,15,3.0,20.0,0.7,0.3,10:30,15:30,78,6.4,283.3,-5.6,
14630,"SPY,QQQ,NVDA",9,15,3.0,20.0,0.9,0.3,10:30,15:30,78,6.4,283.3,-5.6,
14631,"SPY,QQQ,NVDA",5,30,1.0,30.0,0.8,0.5,10:30,14:30,78,29.5,283.21,-5.6,
14632,"QQQ,NVDA",9,26,2.0,20.0,0.7,0.5,09:45,14:30,78,19.2,283.06,-5.6,
14633,"QQQ,NVDA",9,30,5.0,20.0,0.9,0.6,10:00,14:30,78,20.5,283.13,-5.6,
14634,"SPY,QQQ,NVDA",12,20,2.0,20.0,0.6,0.4,10:00,15:00,78,12.8,283.34,-5.6,
14635,NVDA,9,15,1.0,30.0,0.6,0.6,10:00,14:30,78,35.9,283.07,-5.6,
14636,"SPY,QQQ,NVDA",9,15,3.0,20.0,0.6,0.3,10:30,15:30,78,6.4,283.3,-5.6,
14637,"QQQ,NVDA",12,20,3.0,30.0,0.6,0.4,09:45,15:00,78,15.4,283.09,-5.6,
14638,"QQQ,NVDA",12,20,2.0,30.0,0.8,0.6,09:45,15:30,78,14.1,283.1,-5.6,
14639,"QQQ,NVDA",9,30,5.0,20.0,0.7,0.6,10:00,14:30,78,20.5,283.13,-5.6,
14640,"QQQ,NVDA",12,20,5.0,50.0,0.7,0.6,10:00,15:00,78,17.9,283.34,-5.6,
14641,NVDA,5,15,1.0,30.0,0.7,0.5,10:00,15:30,78,25.6,283.21,-5.6,
14642,"SPY,QQQ,NVDA",9,15,1.0,30.0,0.9,0.3,09:45,15:30,78,15.4,282.83,-5.7,
14643,"QQQ,NVDA",12,30,3.0,30.0,0.8,0.3,10:00,15:30,78,6.4,282.86,-5.7,
14644,"SPY,QQQ,NVDA",9,26,1.0,30.0,0.9,0.5,09:45,15:00,78,25.6,282.78,-5.7,
14645,"QQQ,NVDA",12,26,3.0,20.0,0.6,0.4,10:00,15:00,78,14.1,282.79,-5.7,
14646,"SPY,QQQ,NVDA",5,30,1.0,30.0,0.7,0.5,10:30,14:30,78,29.5,282.86,-5.7,
14647,"SPY,QQQ,NVDA",12,30,1.0,20.0,0.9,0.5,10:30,15:30,78,15.4,282.97,-5.7,
14648,"QQQ,NVDA",5,30,2.0,20.0,0.6,0.4,10:00,15:00,78,14.1,283.01,-5.7,
14649,"SPY,QQQ,NVDA",12,26,1.0,30.0,0.6,0.5,10:30,15:00,78,25.6,283.05,-5.7,
14650,"QQQ,NVDA",9,26,3.0,20.0,0.9,0.5,10:00,15:30,78,7.7,282.87,-5.7,
14651,"QQQ,NVDA",5,30,1.0,20.0,0.7,0.4,09:45,15:00,78,16.7,282.99,-5.7,
14652,"SPY,QQQ,NVDA",9,15,1.0,20.0,0.8,0.6,10:30,14:30,78,29.5,282.99,-5.7,
14653,"QQQ,NVDA",9,30,2.0,20.0,0.7,0.6,10:00,15:30,78,11.5,283.0,-5.7,
14654,"SPY,QQQ,NVDA",5,26,1.0,30.0,0.7,0.3,10:30,14:30,78,20.5,282.61,-5.8,
14655,"SPY,QQQ,NVDA",12,30,1.0,20.0,0.6,0.5,10:00,15:30,78,16.7,282.72,-5.8,
14656,"QQQ,NVDA",12,20,3.0,50.0,0.6,0.4,09:45,15:00,78,15.4,282.65,-5.8,
14657,"QQQ,NVDA",12,26,3.0,50.0,0.7,0.4,10:00,15:00,78,19.2,282.72,-5.8,
14658,"QQQ,NVDA",9,15,3.0,20.0,0.8,0.4,10:00,15:30,78,6.4,282.74,-5.8,
14659,"SPY,QQQ,NVDA",12,30,1.0,30.0,0.7,0.5,10:30,14:30,78,33.3,282.58,-5.8,
14660,"SPY,QQQ,NVDA",12,30,2.0,20.0,0.9,0.4,10:00,15:30,78,7.7,282.62,-5.8,
14661,NVDA,5,26,1.0,30.0,0.7,0.5,10:00,14:30,78,28.2,282.54,-5.8,
14662,"QQQ,NVDA",12,15,3.0,20.0,0.6,0.3,10:00,15:30,78,6.4,282.61,-5.8,
14663,"QQQ,NVDA",12,20,5.0,20.0,0.8,0.5,09:45,15:00,78,14.1,282.51,-5.8,
14664,"SPY,QQQ,NVDA",5,30,1.0,30.0,0.9,0.5,10:30,14:30,78,29.5,282.7,-5.8,
14665,"QQQ,NVDA",12,20,5.0,20.0,0.9,0.5,09:45,15:00,78,14.1,282.51,-5.8,
14666,"QQQ,NVDA",5,20,1.0,20.0,0.6,0.5,10:30,15:00,78,23.1,282.66,-5.8,
14667,"SPY,QQQ,NVDA",12,20,3.0,50.0,0.7,0.6,10:00,15:00,78,19.2,282.74,-5.8,
14668,NVDA,5,26,1.0,20.0,0.7,0.4,09:45,14:30,78,20.5,282.52,-5.8,
14669,"QQQ,NVDA",9,15,3.0,20.0,0.9,0.4,10:00,15:30,78,6.4,282.74,-5.8,
14670,"QQQ,NVDA",12,20,5.0,20.0,0.7,0.5,09:45,15:00,78,14.1,282.51,-5.8,
14671,"SPY,QQQ,NVDA",5,20,1.0,50.0,0.6,0.6,10:30,14:30,78,33.3,282.58,-5.8,
14672,"QQQ,NVDA",12,30,5.0,50.0,0.8,0.4,10:00,15:30,78,7.7,282.28,-5.9,
14673,"SPY,QQQ,NVDA",5,30,1.0,20.0,0.7,0.4,09:45,15:00,78,16.7,282.24,-5.9,
14674,"QQQ,NVDA",12,15,2.0,20.0,0.7,0.3,10:00,14:30,78,16.7,282.37,-5.9,
14675,NVDA,9,20,2.0,30.0,0.7,0.4,10:30,15:00,78,19.2,282.41,-5.9,
14676,"SPY,QQQ,NVDA",12,15,1.0,50.0,0.8,0.4,09:45,15:30,78,17.9,282.44,-5.9,
14677,NVDA,9,15,1.0,20.0,0.6,0.6,09:45,15:30,78,20.5,282.26,-5.9,
14678,"QQQ,NVDA",9,20,1.0,30.0,0.9,0.4,09:45,15:30,78,17.9,282.3,-5.9,
14679,"SPY,QQQ,NVDA",9,20,1.0,30.0,0.8,0.5,09:45,15:30,78,21.8,282.41,-5.9,
14680,"QQQ,NVDA",12,15,2.0,20.0,0.8,0.3,10:00,14:30,78,16.7,282.37,-5.9,
14681,"SPY,QQQ,NVDA",12,15,1.0,30.0,0.8,0.4,09:45,15:30,78,17.9,281.97,-6.0,
14682,"SPY,QQQ,NVDA",9,26,3.0,30.0,0.9,0.6,10:00,15:00,78,16.7,282.12,-6.0,
14683,"SPY,QQQ,NVDA",9,26,3.0,30.0,0.8,0.6,10:00,15:00,78,16.7,282.12,-6.0,
14684,"SPY,QQQ,NVDA",9,15,2.0,30.0,0.7,0.4,09:45,15:30,78,11.5,281.98,-6.0,
14685,"QQQ,NVDA",12,20,3.0,30.0,0.6,0.4,10:00,15:00,78,16.7,282.07,-6.0,
14686,"QQQ,NVDA",9,15,1.0,20.0,0.9,0.6,09:45,15:30,78,19.2,281.9,-6.0,
14687,"SPY,QQQ,NVDA",12,15,2.0,20.0,0.6,0.3,10:30,15:30,78,9.0,282.04,-6.0,
14688,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.8,0.6,09:45,15:30,78,20.5,281.88,-6.0,
14689,"QQQ,NVDA",9,20,3.0,20.0,0.7,0.6,10:00,15:00,78,19.2,281.74,-6.1,
14690,"SPY,QQQ,NVDA",9,15,2.0,30.0,0.8,0.3,10:00,14:30,78,20.5,281.75,-6.1,
14691,"QQQ,NVDA",9,20,3.0,20.0,0.8,0.6,10:00,15:00,78,19.2,281.74,-6.1,
14692,NVDA,5,15,1.0,20.0,0.8,0.6,10:00,15:00,78,25.6,281.67,-6.1,
14693,"QQQ,NVDA",9,26,3.0,20.0,0.8,0.6,10:00,15:30,78,9.0,281.59,-6.1,
14694,"QQQ,NVDA",9,20,1.0,50.0,0.6,0.5,10:30,14:30,78,35.9,281.78,-6.1,
14695,"QQQ,NVDA",9,20,3.0,20.0,0.8,0.6,10:30,14:30,78,26.9,281.72,-6.1,
14696,"QQQ,NVDA",9,20,3.0,20.0,0.6,0.6,10:30,14:30,78,26.9,281.72,-6.1,
14697,"QQQ,NVDA",5,26,2.0,20.0,0.9,0.3,09:45,14:30,78,16.7,281.75,-6.1,
14698,"QQQ,NVDA",9,20,3.0,20.0,0.9,0.6,10:30,14:30,78,26.9,281.72,-6.1,
14699,"QQQ,NVDA",5,20,1.0,30.0,0.8,0.5,10:30,15:00,78,26.9,281.82,-6.1,
14700,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.8,0.5,09:45,14:30,78,25.6,281.66,-6.1,
14701,"QQQ,NVDA",9,20,3.0,20.0,0.9,0.6,10:00,15:00,78,19.2,281.74,-6.1,
14702,NVDA,12,15,2.0,20.0,0.8,0.5,10:30,15:00,78,15.4,281.75,-6.1,
14703,NVDA,12,20,2.0,50.0,0.9,0.5,10:30,15:30,78,12.8,281.67,-6.1,
14704,"SPY,QQQ,NVDA",9,15,1.0,30.0,0.6,0.4,10:30,14:30,78,24.4,281.62,-6.1,
14705,"QQQ,NVDA",9,20,1.0,50.0,0.8,0.4,10:30,15:00,78,25.6,281.64,-6.1,
14706,"QQQ,NVDA",9,20,3.0,30.0,0.7,0.6,10:00,15:00,78,21.8,281.83,-6.1,
14707,"QQQ,NVDA",12,15,1.0,50.0,0.9,0.3,10:30,15:00,78,20.5,281.6,-6.1,
14708,"QQQ,NVDA",12,15,1.0,20.0,0.9,0.6,10:30,15:00,78,26.9,281.57,-6.1,
14709,"QQQ,NVDA",9,20,3.0,20.0,0.7,0.6,10:30,14:30,78,26.9,281.72,-6.1,
14710,"QQQ,NVDA",12,20,3.0,50.0,0.9,0.3,09:45,14:30,78,16.7,281.8,-6.1,
14711,"QQQ,NVDA",12,26,3.0,20.0,0.9,0.6,10:00,15:30,78,10.3,281.39,-6.2,
14712,"SPY,QQQ,NVDA",12,20,1.0,30.0,0.7,0.6,09:45,15:00,78,29.5,281.27,-6.2,
14713,"QQQ,NVDA",5,30,1.0,20.0,0.7,0.4,09:45,15:30,78,14.1,281.51,-6.2,
14714,NVDA,5,26,1.0,20.0,0.6,0.5,10:30,15:30,78,16.7,281.3,-6.2,
14715,"QQQ,NVDA",5,20,2.0,20.0,0.8,0.4,09:45,15:00,78,12.8,281.49,-6.2,
14716,NVDA,12,15,1.0,20.0,0.7,0.6,10:30,15:00,78,23.1,281.27,-6.2,
14717,"SPY,QQQ,NVDA",12,15,1.0,20.0,0.8,0.3,09:45,14:30,78,21.8,281.43,-6.2,
14718,"QQQ,NVDA",12,26,1.0,30.0,0.6,0.3,10:00,15:30,78,20.5,281.3,-6.2,
14719,"QQQ,NVDA",5,20,5.0,20.0,0.8,0.5,09:45,15:30,78,6.4,281.27,-6.2,
14720,"QQQ,NVDA",5,20,5.0,20.0,0.9,0.5,09:45,15:30,78,6.4,281.27,-6.2,
14721,"SPY,QQQ,NVDA",9,15,3.0,30.0,0.9,0.4,10:00,14:30,78,19.2,281.54,-6.2,
14722,"QQQ,NVDA",12,26,2.0,30.0,0.7,0.3,10:00,15:30,78,11.5,281.31,-6.2,
14723,NVDA,12,20,2.0,50.0,0.6,0.4,10:30,15:30,78,12.8,281.39,-6.2,
14724,"SPY,QQQ,NVDA",12,15,1.0,20.0,0.9,0.3,09:45,14:30,78,21.8,281.43,-6.2,
14725,"QQQ,NVDA",12,15,1.0,20.0,0.6,0.4,10:30,14:30,78,24.4,281.39,-6.2,
14726,"QQQ,NVDA",5,20,2.0,20.0,0.9,0.3,10:00,14:30,78,17.9,281.29,-6.2,
14727,NVDA,9,15,1.0,50.0,0.8,0.6,10:00,14:30,78,35.9,281.32,-6.2,
14728,"SPY,QQQ,NVDA",9,15,2.0,30.0,0.7,0.5,09:45,15:00,78,21.8,281.4,-6.2,
14729,"QQQ,NVDA",9,15,2.0,20.0,0.9,0.6,09:45,15:30,78,10.3,281.53,-6.2,
14730,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.7,0.4,10:30,14:30,78,24.4,281.45,-6.2,
14731,"SPY,QQQ,NVDA",9,15,3.0,30.0,0.8,0.4,10:00,14:30,78,19.2,281.54,-6.2,
14732,"QQQ,NVDA",5,15,1.0,30.0,0.7,0.5,10:30,15:00,78,29.5,281.41,-6.2,
14733,"QQQ,NVDA",12,20,1.0,20.0,0.7,0.4,10:30,14:30,78,24.4,281.23,-6.3,
14734,NVDA,12,30,1.0,30.0,0.6,0.6,10:00,15:00,78,38.5,281.15,-6.3,
14735,"SPY,QQQ,NVDA",12,15,1.0,20.0,0.8,0.6,10:30,14:30,78,26.9,281.25,-6.3,
14736,NVDA,12,15,5.0,50.0,0.8,0.6,10:00,14:30,78,20.5,280.99,-6.3,
14737,"SPY,QQQ,NVDA",5,30,2.0,20.0,0.6,0.4,10:00,15:30,78,9.0,281.06,-6.3,
14738,NVDA,5,30,1.0,30.0,0.6,0.6,10:00,15:00,78,30.8,281.04,-6.3,
14739,"SPY,QQQ,NVDA",12,20,3.0,50.0,0.9,0.6,09:45,14:30,78,25.6,280.98,-6.3,
14740,NVDA,12,15,5.0,50.0,0.9,0.6,10:00,14:30,78,20.5,280.99,-6.3,
14741,"QQQ,NVDA",9,30,1.0,20.0,0.6,0.4,10:00,15:30,78,17.9,281.04,-6.3,
14742,"QQQ,NVDA",9,30,1.0,20.0,0.7,0.3,10:00,15:30,78,12.8,281.03,-6.3,
14743,"SPY,QQQ,NVDA",12,30,5.0,30.0,0.7,0.3,10:00,15:30,78,5.1,281.22,-6.3,
14744,NVDA,12,15,5.0,50.0,0.7,0.6,10:00,14:30,78,20.5,280.99,-6.3,
14745,NVDA,9,26,1.0,20.0,0.9,0.3,10:30,14:30,78,20.5,281.19,-6.3,
14746,NVDA,5,30,1.0,50.0,0.6,0.5,10:00,15:00,78,26.9,280.89,-6.4,
14747,"QQQ,NVDA",5,26,3.0,30.0,0.6,0.4,10:00,14:30,78,21.8,280.86,-6.4,
14748,"QQQ,NVDA",12,30,1.0,20.0,0.6,0.6,09:45,14:30,78,32.1,280.94,-6.4,
14749,NVDA,5,30,1.0,30.0,0.6,0.5,10:00,15:00,78,25.6,280.88,-6.4,
14750,"QQQ,NVDA",9,20,1.0,20.0,0.6,0.3,10:00,15:00,78,17.9,280.65,-6.4,
14751,"QQQ,NVDA",9,30,1.0,20.0,0.6,0.3,10:00,15:00,78,17.9,280.82,-6.4,
14752,NVDA,12,15,5.0,30.0,0.7,0.5,09:45,15:00,78,12.8,280.75,-6.4,
14753,"QQQ,NVDA",12,30,1.0,30.0,0.9,0.4,10:30,14:30,78,30.8,280.76,-6.4,
14754,"QQQ,NVDA",5,20,1.0,20.0,0.6,0.5,10:00,15:30,78,17.9,280.71,-6.4,
14755,"QQQ,NVDA",5,20,2.0,20.0,0.9,0.5,10:00,14:30,78,24.4,280.79,-6.4,
14756,"SPY,QQQ,NVDA",5,26,1.0,50.0,0.8,0.3,10:30,14:30,78,20.5,280.77,-6.4,
14757,NVDA,12,15,5.0,30.0,0.6,0.5,09:45,15:00,78,12.8,280.75,-6.4,
14758,"QQQ,NVDA",5,15,3.0,20.0,0.7,0.6,10:00,14:30,78,23.1,280.47,-6.5,
14759,"QQQ,NVDA",9,15,1.0,50.0,0.7,0.5,10:30,14:30,78,33.3,280.45,-6.5,
14760,"SPY,QQQ,NVDA",5,30,1.0,30.0,0.6,0.5,10:30,14:30,78,29.5,280.48,-6.5,
14761,NVDA,5,26,1.0,50.0,0.6,0.4,10:00,15:00,78,19.2,280.58,-6.5,
14762,NVDA,5,26,1.0,30.0,0.8,0.4,10:00,14:30,78,24.4,280.64,-6.5,
14763,NVDA,5,26,1.0,50.0,0.9,0.4,10:00,14:30,78,28.2,280.39,-6.5,
14764,"SPY,QQQ,NVDA",12,20,5.0,20.0,0.7,0.4,10:00,15:30,78,6.4,280.52,-6.5,
14765,"QQQ,NVDA",9,26,1.0,20.0,0.6,0.3,09:45,14:30,78,21.8,280.61,-6.5,
14766,"SPY,QQQ,NVDA",9,30,1.0,20.0,0.7,0.5,09:45,14:30,78,20.5,280.08,-6.6,
14767,NVDA,9,20,3.0,50.0,0.8,0.3,10:30,14:30,78,14.1,280.23,-6.6,
14768,"QQQ,NVDA",9,20,5.0,30.0,0.9,0.5,10:30,14:30,78,24.4,280.26,-6.6,
14769,NVDA,9,20,1.0,20.0,0.6,0.4,10:30,15:00,78,20.5,280.22,-6.6,
14770,"QQQ,NVDA",9,20,5.0,30.0,0.7,0.5,10:30,14:30,78,24.4,280.26,-6.6,
14771,"SPY,QQQ,NVDA",12,20,5.0,50.0,0.7,0.6,09:45,14:30,78,20.5,280.09,-6.6,
14772,"SPY,QQQ,NVDA",5,15,3.0,20.0,0.9,0.6,10:00,14:30,78,21.8,280.18,-6.6,
14773,"SPY,QQQ,NVDA",5,15,3.0,30.0,0.7,0.6,09:45,15:30,78,14.1,280.31,-6.6,
14774,NVDA,9,20,3.0,50.0,0.9,0.3,10:30,14:30,78,14.1,280.23,-6.6,
14775,"QQQ,NVDA",9,20,5.0,30.0,0.6,0.5,10:30,14:30,78,24.4,280.26,-6.6,
14776,NVDA,9,20,3.0,50.0,0.7,0.3,10:30,14:30,78,14.1,280.23,-6.6,
14777,"QQQ,NVDA",9,20,5.0,30.0,0.8,0.5,10:30,14:30,78,24.4,280.26,-6.6,
14778,"SPY,QQQ,NVDA",5,26,1.0,20.0,0.6,0.3,10:30,14:30,78,16.7,280.08,-6.6,
14779,"SPY,QQQ,NVDA",5,15,3.0,20.0,0.8,0.6,10:00,14:30,78,21.8,280.18,-6.6,
14780,"SPY,QQQ,NVDA",5,26,5.0,50.0,0.6,0.5,10:00,15:30,78,10.3,280.3,-6.6,
14781,"QQQ,NVDA",9,15,2.0,20.0,0.8,0.6,09:45,15:30,78,10.3,280.14,-6.6,
14782,"SPY,QQQ,NVDA",9,15,3.0,20.0,0.6,0.3,10:00,14:30,78,14.1,279.88,-6.7,
14783,"QQQ,NVDA",5,26,1.0,50.0,0.9,0.5,09:45,15:30,78,24.4,279.78,-6.7,
14784,NVDA,5,15,2.0,20.0,0.7,0.6,10:00,15:00,78,16.7,279.78,-6.7,
14785,NVDA,12,26,1.0,30.0,0.6,0.3,10:30,15:00,78,21.8,279.79,-6.7,
14786,"QQQ,NVDA",9,20,3.0,50.0,0.9,0.3,09:45,14:30,78,16.7,279.97,-6.7,
14787,"QQQ,NVDA",12,26,5.0,30.0,0.8,0.5,10:00,15:30,78,11.5,279.83,-6.7,
14788,"QQQ,NVDA",9,30,2.0,30.0,0.8,0.4,10:00,14:30,78,20.5,280.0,-6.7,
14789,"SPY,QQQ,NVDA",5,26,3.0,20.0,0.9,0.5,10:00,14:30,78,16.7,279.84,-6.7,
14790,"SPY,QQQ,NVDA",9,30,1.0,20.0,0.6,0.4,10:30,15:30,78,15.4,279.92,-6.7,
14791,"QQQ,NVDA",9,20,1.0,30.0,0.9,0.4,09:45,15:00,78,24.4,280.03,-6.7,
14792,"QQQ,NVDA",5,30,2.0,50.0,0.8,0.5,09:45,15:30,78,19.2,279.81,-6.7,
14793,"QQQ,NVDA",9,15,1.0,50.0,0.6,0.5,10:30,14:30,78,32.1,279.92,-6.7,
14794,"QQQ,NVDA",5,20,2.0,20.0,0.7,0.6,10:00,14:30,78,28.2,279.96,-6.7,
14795,"QQQ,NVDA",9,15,1.0,50.0,0.6,0.4,10:00,15:30,78,23.1,279.78,-6.7,
14796,"QQQ,NVDA",9,20,2.0,30.0,0.6,0.5,10:30,14:30,78,25.6,279.89,-6.7,
14797,"QQQ,NVDA",9,30,2.0,30.0,0.9,0.4,10:00,14:30,78,20.5,280.0,-6.7,
14798,"QQQ,NVDA",12,26,3.0,20.0,0.7,0.5,10:00,15:00,78,17.9,279.8,-6.7,
14799,NVDA,9,30,1.0,30.0,0.7,0.5,09:45,15:00,78,29.5,279.94,-6.7,
14800,NVDA,12,15,1.0,30.0,0.8,0.6,10:30,15:00,78,28.2,279.94,-6.7,
14801,"QQQ,NVDA",12,26,5.0,30.0,0.9,0.5,10:00,15:30,78,11.5,279.83,-6.7,
14802,"QQQ,NVDA",12,26,2.0,50.0,0.8,0.4,10:00,15:30,78,17.9,280.04,-6.7,
14803,"SPY,QQQ,NVDA",5,26,3.0,20.0,0.8,0.5,10:00,14:30,78,16.7,279.84,-6.7,
14804,"SPY,QQQ,NVDA",12,30,2.0,20.0,0.6,0.4,10:00,15:30,78,7.7,279.75,-6.7,
14805,"QQQ,NVDA",9,20,3.0,50.0,0.8,0.3,09:45,14:30,78,16.7,279.97,-6.7,
14806,"QQQ,NVDA",5,30,2.0,20.0,0.9,0.4,10:00,15:00,78,14.1,279.86,-6.7,
14807,"SPY,QQQ,NVDA",5,26,3.0,20.0,0.7,0.6,09:45,14:30,78,20.5,279.75,-6.8,
14808,"SPY,QQQ,NVDA",9,30,1.0,20.0,0.8,0.4,10:30,15:00,78,21.8,279.58,-6.8,
14809,"SPY,QQQ,NVDA",5,30,1.0,50.0,0.8,0.6,09:45,15:30,78,25.6,279.7,-6.8,
14810,"SPY,QQQ,NVDA",12,15,1.0,30.0,0.9,0.3,09:45,15:00,78,19.2,279.68,-6.8,
14811,"SPY,QQQ,NVDA",9,15,1.0,30.0,0.7,0.4,10:30,15:00,78,20.5,279.58,-6.8,
14812,"QQQ,NVDA",12,15,1.0,20.0,0.9,0.4,09:45,15:00,78,17.9,279.64,-6.8,
14813,"QQQ,NVDA",5,30,1.0,50.0,0.6,0.3,10:00,15:30,78,16.7,279.74,-6.8,
14814,"QQQ,NVDA",5,20,3.0,20.0,0.7,0.6,10:00,15:00,78,14.1,279.48,-6.8,
14815,"QQQ,NVDA",12,20,5.0,30.0,0.6,0.3,10:00,15:30,78,6.4,279.58,-6.8,
14816,"QQQ,NVDA",12,26,2.0,20.0,0.9,0.6,10:00,15:00,78,20.5,279.73,-6.8,
14817,"QQQ,NVDA",9,15,1.0,50.0,0.9,0.5,10:30,14:30,78,34.6,279.67,-6.8,
14818,NVDA,5,15,1.0,30.0,0.6,0.3,10:30,15:00,78,20.5,279.65,-6.8,
14819,"SPY,QQQ,NVDA",5,20,1.0,30.0,0.7,0.6,10:30,14:30,78,33.3,279.42,-6.9,
14820,"QQQ,NVDA",12,15,1.0,20.0,0.6,0.4,09:45,15:00,78,17.9,279.25,-6.9,
