rank,tickers,ema_fast,ema_slow,width,max_cost,tp,sl,entry,exit,n_trades,win_rate,final_bal,IS_ret_%,OOS_ret_%
14345,"SPY,QQQ,NVDA",9,15,1.0,30.0,0.9,0.4,10:30,14:30,78,24.4,289.56,-3.5,
14346,"SPY,QQQ,NVDA",9,20,1.0,50.0,0.7,0.3,09:45,15:30,78,16.7,289.1,-3.6,
14347,"SPY,QQQ,NVDA",5,26,1.0,20.0,0.8,0.5,09:45,15:00,78,21.8,289.28,-3.6,
14348,"QQQ,NVDA",5,26,3.0,20.0,0.7,0.5,10:00,15:00,78,12.8,289.32,-3.6,
14349,"QQQ,NVDA",9,20,2.0,30.0,0.7,0.3,10:30,14:30,78,21.8,289.3,-3.6,
14350,"QQQ,NVDA",12,15,1.0,50.0,0.6,0.3,10:30,14:30,78,26.9,289.15,-3.6,
14351,"QQQ,NVDA",9,20,1.0,30.0,0.6,0.3,10:30,15:30,78,17.9,289.25,-3.6,
14352,"SPY,QQQ,NVDA",9,26,2.0,30.0,0.8,0.5,10:00,15:00,78,16.7,289.06,-3.6,
14353,"SPY,QQQ,NVDA",5,20,5.0,20.0,0.9,0.6,10:00,15:30,78,10.3,289.23,-3.6,
14354,"QQQ,NVDA",9,15,1.0,20.0,0.6,0.3,09:45,15:30,78,15.4,289.11,-3.6,
14355,"SPY,QQQ,NVDA",9,15,1.0,20.0,0.8,0.5,10:30,14:30,78,26.9,289.2,-3.6,
14356,"SPY,QQQ,NVDA",5,30,1.0,20.0,0.7,0.3,10:00,14:30,78,16.7,289.12,-3.6,
14357,"SPY,QQQ,NVDA",5,20,5.0,20.0,0.8,0.6,10:00,15:30,78,10.3,289.23,-3.6,
14358,"QQQ,NVDA",12,26,3.0,30.0,0.7,0.5,10:00,15:30,78,11.5,289.12,-3.6,
14359,"SPY,QQQ,NVDA",12,15,1.0,20.0,0.8,0.3,10:00,15:00,78,17.9,289.26,-3.6,
14360,NVDA,5,26,1.0,20.0,0.6,0.4,10:00,15:00,78,17.9,289.06,-3.6,
14361,"QQQ,NVDA",12,30,1.0,50.0,0.6,0.6,09:45,14:30,78,38.5,289.12,-3.6,
14362,"SPY,QQQ,NVDA",12,30,1.0,50.0,0.6,0.3,10:00,15:30,78,24.4,289.23,-3.6,
14363,"QQQ,NVDA",5,26,5.0,30.0,0.8,0.6,09:45,15:30,78,9.0,289.22,-3.6,
14364,NVDA,12,20,3.0,20.0,0.8,0.6,10:30,15:30,78,11.5,288.88,-3.7,
14365,"SPY,QQQ,NVDA",12,20,2.0,50.0,0.9,0.5,09:45,14:30,78,26.9,288.81,-3.7,
14366,"SPY,QQQ,NVDA",5,15,2.0,30.0,0.8,0.3,09:45,15:30,78,9.0,288.8,-3.7,
14367,"QQQ,NVDA",9,26,2.0,30.0,0.8,0.5,09:45,15:30,78,12.8,288.81,-3.7,
14368,"QQQ,NVDA",5,20,1.0,50.0,0.6,0.5,10:30,15:00,78,28.2,288.81,-3.7,
14369,"SPY,QQQ,NVDA",12,20,1.0,20.0,0.6,0.4,10:00,15:30,78,15.4,288.57,-3.8,
14370,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.9,0.6,09:45,15:00,78,25.6,288.51,-3.8,
14371,"SPY,QQQ,NVDA",9,15,1.0,30.0,0.9,0.4,10:30,15:00,78,23.1,288.71,-3.8,
14372,NVDA,9,20,2.0,50.0,0.6,0.5,10:30,14:30,78,21.8,288.47,-3.8,
14373,"SPY,QQQ,NVDA",12,15,1.0,20.0,0.8,0.5,10:30,14:30,78,25.6,288.49,-3.8,
14374,"QQQ,NVDA",5,30,2.0,20.0,0.6,0.5,09:45,15:00,78,14.1,288.64,-3.8,
14375,"QQQ,NVDA",9,20,1.0,50.0,0.6,0.3,10:30,15:00,78,23.1,288.2,-3.9,
14376,"QQQ,NVDA",9,15,2.0,20.0,0.9,0.4,10:00,15:00,78,12.8,288.42,-3.9,
14377,"SPY,QQQ,NVDA",12,20,2.0,30.0,0.6,0.4,10:00,15:00,78,14.1,288.18,-3.9,
14378,"SPY,QQQ,NVDA",9,15,1.0,30.0,0.7,0.3,09:45,15:30,78,15.4,288.35,-3.9,
14379,"SPY,QQQ,NVDA",5,20,1.0,30.0,0.8,0.6,10:30,14:30,78,32.1,288.22,-3.9,
14380,"SPY,QQQ,NVDA",5,20,1.0,50.0,0.8,0.6,10:30,14:30,78,32.1,288.22,-3.9,
14381,"QQQ,NVDA",9,15,2.0,20.0,0.8,0.4,10:00,15:00,78,12.8,288.42,-3.9,
14382,"QQQ,NVDA",12,20,5.0,20.0,0.7,0.4,09:45,15:30,78,7.7,288.44,-3.9,
14383,"SPY,QQQ,NVDA",9,15,2.0,50.0,0.9,0.4,09:45,15:30,78,14.1,288.15,-3.9,
14384,NVDA,12,26,1.0,30.0,0.8,0.5,10:00,15:00,78,28.2,287.86,-4.0,
14385,"QQQ,NVDA",12,30,1.0,30.0,0.7,0.3,10:00,15:00,78,20.5,287.98,-4.0,
14386,NVDA,5,30,1.0,30.0,0.6,0.5,09:45,15:00,78,24.4,288.03,-4.0,
14387,"QQQ,NVDA",5,30,2.0,20.0,0.8,0.3,10:00,15:30,78,6.4,287.86,-4.0,
14388,"SPY,QQQ,NVDA",12,15,3.0,30.0,0.8,0.6,10:00,14:30,78,28.2,288.0,-4.0,
14389,"SPY,QQQ,NVDA",9,26,1.0,30.0,0.7,0.4,10:00,15:00,78,19.2,287.94,-4.0,
14390,"QQQ,NVDA",12,20,2.0,20.0,0.9,0.3,10:00,15:00,78,12.8,287.9,-4.0,
14391,"QQQ,NVDA",5,20,2.0,30.0,0.9,0.5,09:45,15:30,78,11.5,287.93,-4.0,
14392,"QQQ,NVDA",5,15,1.0,50.0,0.6,0.4,10:30,15:00,78,25.6,287.96,-4.0,
14393,"SPY,QQQ,NVDA",12,20,1.0,20.0,0.6,0.6,10:00,15:00,78,25.6,288.14,-4.0,
14394,NVDA,5,20,2.0,20.0,0.6,0.6,10:00,15:00,78,14.1,287.92,-4.0,
14395,"SPY,QQQ,NVDA",12,15,3.0,30.0,0.9,0.6,10:00,14:30,78,28.2,288.0,-4.0,
14396,"QQQ,NVDA",12,15,1.0,20.0,0.8,0.5,09:45,15:30,78,16.7,288.08,-4.0,
14397,"SPY,QQQ,NVDA",12,30,1.0,20.0,0.8,0.3,10:00,14:30,78,20.5,287.81,-4.1,
14398,"QQQ,NVDA",12,30,1.0,20.0,0.8,0.3,10:00,15:00,78,17.9,287.66,-4.1,
14399,"QQQ,NVDA",5,15,3.0,20.0,0.7,0.3,10:30,15:30,78,6.4,287.59,-4.1,
14400,"QQQ,NVDA",5,15,3.0,20.0,0.9,0.3,10:30,15:30,78,6.4,287.59,-4.1,
14401,"SPY,QQQ,NVDA",9,15,1.0,20.0,0.9,0.5,10:30,15:30,78,17.9,287.81,-4.1,
14402,"SPY,QQQ,NVDA",9,15,3.0,30.0,0.6,0.5,09:45,15:30,78,12.8,287.79,-4.1,
14403,"QQQ,NVDA",12,30,1.0,30.0,0.6,0.5,10:30,15:30,78,28.2,287.67,-4.1,
14404,"QQQ,NVDA",12,30,2.0,20.0,0.8,0.6,09:45,14:30,78,21.8,287.74,-4.1,
14405,"QQQ,NVDA",5,15,3.0,20.0,0.8,0.3,10:30,15:30,78,6.4,287.59,-4.1,
14406,"QQQ,NVDA",5,26,5.0,20.0,0.7,0.4,09:45,15:30,78,6.4,287.82,-4.1,
14407,"QQQ,NVDA",9,30,5.0,30.0,0.9,0.5,10:00,15:00,78,16.7,287.59,-4.1,
14408,"QQQ,NVDA",12,30,3.0,20.0,0.8,0.5,10:00,15:30,78,7.7,287.64,-4.1,
14409,"SPY,QQQ,NVDA",12,30,5.0,50.0,0.6,0.5,10:00,14:30,78,17.9,287.69,-4.1,
14410,"QQQ,NVDA",12,26,2.0,20.0,0.8,0.4,09:45,14:30,78,16.7,287.65,-4.1,
14411,"SPY,QQQ,NVDA",9,26,1.0,50.0,0.7,0.4,10:00,15:00,78,20.5,287.59,-4.1,
14412,"QQQ,NVDA",9,30,5.0,30.0,0.8,0.5,10:00,15:00,78,16.7,287.59,-4.1,
14413,"QQQ,NVDA",9,30,5.0,30.0,0.7,0.5,10:00,15:00,78,16.7,287.59,-4.1,
14414,"SPY,QQQ,NVDA",5,26,5.0,50.0,0.7,0.4,10:00,15:30,78,7.7,287.36,-4.2,
14415,"QQQ,NVDA",9,20,1.0,20.0,0.7,0.5,10:30,15:00,78,23.1,287.48,-4.2,
14416,NVDA,5,15,1.0,50.0,0.8,0.4,10:00,15:00,78,26.9,287.31,-4.2,
14417,NVDA,12,20,2.0,20.0,0.8,0.4,10:30,15:00,78,17.9,287.32,-4.2,
14418,NVDA,12,20,1.0,20.0,0.6,0.4,10:30,15:00,78,21.8,287.5,-4.2,
14419,"SPY,QQQ,NVDA",12,26,3.0,20.0,0.8,0.3,10:00,15:30,78,3.8,287.36,-4.2,
14420,NVDA,12,20,3.0,50.0,0.6,0.5,10:30,15:30,78,12.8,287.44,-4.2,
14421,"QQQ,NVDA",9,30,5.0,30.0,0.6,0.5,10:00,15:00,78,16.7,287.54,-4.2,
14422,NVDA,5,26,1.0,20.0,0.9,0.4,09:45,14:30,78,20.5,287.35,-4.2,
14423,"SPY,QQQ,NVDA",9,15,2.0,30.0,0.8,0.4,09:45,15:30,78,11.5,287.5,-4.2,
14424,NVDA,12,20,2.0,20.0,0.7,0.4,10:30,15:00,78,17.9,287.32,-4.2,
14425,"SPY,QQQ,NVDA",9,26,3.0,20.0,0.6,0.5,10:00,15:00,78,12.8,287.06,-4.3,
14426,"SPY,QQQ,NVDA",12,15,1.0,50.0,0.7,0.6,10:30,14:30,78,29.5,287.22,-4.3,
14427,"QQQ,NVDA",9,15,1.0,20.0,0.6,0.3,10:30,14:30,78,25.6,287.14,-4.3,
14428,NVDA,9,20,3.0,30.0,0.8,0.4,10:30,15:00,78,12.8,287.08,-4.3,
14429,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.9,0.4,10:30,14:30,78,24.4,287.21,-4.3,
14430,"SPY,QQQ,NVDA",5,15,2.0,30.0,0.7,0.3,10:00,14:30,78,16.7,287.16,-4.3,
14431,NVDA,5,26,1.0,50.0,0.8,0.4,10:00,14:30,78,25.6,287.21,-4.3,
14432,NVDA,5,20,1.0,50.0,0.8,0.5,10:00,15:00,78,30.8,287.17,-4.3,
14433,"QQQ,NVDA",5,26,1.0,20.0,0.9,0.6,10:30,14:30,78,28.2,286.96,-4.3,
14434,NVDA,9,30,1.0,30.0,0.7,0.4,09:45,15:30,78,23.1,287.04,-4.3,
14435,NVDA,12,26,1.0,30.0,0.6,0.5,09:45,15:30,78,25.6,287.07,-4.3,
14436,"SPY,QQQ,NVDA",12,30,2.0,20.0,0.6,0.6,09:45,14:30,78,17.9,287.14,-4.3,
14437,"SPY,QQQ,NVDA",12,20,5.0,30.0,0.6,0.6,10:00,15:30,78,11.5,286.7,-4.4,
14438,"SPY,QQQ,NVDA",9,26,1.0,50.0,0.7,0.5,09:45,15:00,78,28.2,286.89,-4.4,
14439,"QQQ,NVDA",5,26,1.0,20.0,0.9,0.3,10:30,14:30,78,20.5,286.93,-4.4,
14440,"QQQ,NVDA",12,15,1.0,50.0,0.6,0.4,10:30,15:00,78,26.9,286.86,-4.4,
14441,"SPY,QQQ,NVDA",9,15,3.0,30.0,0.7,0.5,09:45,15:30,78,14.1,286.92,-4.4,
14442,"SPY,QQQ,NVDA",12,30,1.0,20.0,0.6,0.4,10:30,15:00,78,20.5,286.84,-4.4,
14443,"QQQ,NVDA",5,26,1.0,30.0,0.6,0.4,10:30,15:00,78,24.4,286.87,-4.4,
14444,"QQQ,NVDA",12,15,1.0,20.0,0.7,0.3,10:30,14:30,78,23.1,286.72,-4.4,
14445,"QQQ,NVDA",5,26,1.0,20.0,0.8,0.3,10:30,14:30,78,20.5,286.93,-4.4,
14446,"SPY,QQQ,NVDA",12,30,1.0,20.0,0.7,0.4,10:30,15:00,78,20.5,286.72,-4.4,
14447,"QQQ,NVDA",5,30,2.0,30.0,0.9,0.4,09:45,15:30,78,12.8,286.82,-4.4,
14448,"SPY,QQQ,NVDA",5,30,1.0,30.0,0.6,0.4,09:45,15:30,78,21.8,286.84,-4.4,
14449,"SPY,QQQ,NVDA",5,26,1.0,30.0,0.9,0.3,10:30,14:30,78,20.5,286.66,-4.4,
14450,"SPY,QQQ,NVDA",12,26,2.0,20.0,0.7,0.5,10:00,14:30,78,19.2,286.68,-4.4,
14451,"SPY,QQQ,NVDA",5,30,1.0,20.0,0.9,0.6,09:45,15:30,78,19.2,286.41,-4.5,
14452,"QQQ,NVDA",12,26,1.0,50.0,0.9,0.4,10:30,14:30,78,34.6,286.5,-4.5,
14453,"QQQ,NVDA",5,15,3.0,50.0,0.7,0.5,09:45,15:30,78,20.5,286.58,-4.5,
14454,"SPY,QQQ,NVDA",9,15,2.0,50.0,0.7,0.4,09:45,15:30,78,14.1,286.6,-4.5,
14455,"QQQ,NVDA",9,30,5.0,30.0,0.7,0.6,10:00,15:00,78,19.2,286.62,-4.5,
14456,"QQQ,NVDA",9,20,5.0,50.0,0.9,0.5,10:30,14:30,78,25.6,286.46,-4.5,
14457,"QQQ,NVDA",5,20,2.0,30.0,0.8,0.3,10:00,15:30,78,9.0,286.49,-4.5,
14458,NVDA,12,15,2.0,30.0,0.6,0.4,10:30,14:30,78,19.2,286.37,-4.5,
14459,"QQQ,NVDA",9,20,5.0,50.0,0.6,0.5,10:30,14:30,78,25.6,286.46,-4.5,
14460,"QQQ,NVDA",9,20,5.0,50.0,0.7,0.5,10:30,14:30,78,25.6,286.46,-4.5,
14461,"QQQ,NVDA",9,30,5.0,30.0,0.6,0.6,10:00,15:00,78,19.2,286.57,-4.5,
14462,"QQQ,NVDA",9,30,5.0,30.0,0.8,0.6,10:00,15:00,78,19.2,286.62,-4.5,
14463,NVDA,12,20,3.0,30.0,0.9,0.4,10:30,15:30,78,9.0,286.46,-4.5,
14464,"SPY,QQQ,NVDA",5,20,2.0,30.0,0.7,0.3,10:00,14:30,78,16.7,286.38,-4.5,
14465,NVDA,12,26,1.0,20.0,0.9,0.5,10:30,15:00,78,28.2,286.37,-4.5,
14466,"SPY,QQQ,NVDA",9,20,1.0,20.0,0.8,0.5,10:30,15:00,78,25.6,286.48,-4.5,
14467,"QQQ,NVDA",5,30,1.0,50.0,0.8,0.3,10:00,15:30,78,21.8,286.37,-4.5,
14468,"QQQ,NVDA",9,20,5.0,50.0,0.8,0.5,10:30,14:30,78,25.6,286.46,-4.5,
14469,"QQQ,NVDA",9,30,5.0,30.0,0.9,0.6,10:00,15:00,78,19.2,286.62,-4.5,
14470,"SPY,QQQ,NVDA",9,20,1.0,50.0,0.7,0.3,10:00,15:30,78,15.4,286.37,-4.5,
14471,"SPY,QQQ,NVDA",12,26,3.0,20.0,0.7,0.6,10:00,15:30,78,10.3,286.14,-4.6,
14472,NVDA,12,26,2.0,30.0,0.8,0.6,09:45,15:00,78,26.9,286.33,-4.6,
14473,"SPY,QQQ,NVDA",12,30,1.0,30.0,0.7,0.4,10:00,15:30,78,19.2,286.26,-4.6,
14474,"SPY,QQQ,NVDA",9,20,3.0,30.0,0.7,0.6,10:00,15:30,78,14.1,286.33,-4.6,
14475,NVDA,12,20,1.0,20.0,0.6,0.3,10:30,14:30,78,23.1,286.34,-4.6,
14476,"SPY,QQQ,NVDA",9,20,3.0,30.0,0.8,0.6,10:00,14:30,78,26.9,286.12,-4.6,
14477,"SPY,QQQ,NVDA",5,26,1.0,30.0,0.8,0.3,10:30,14:30,78,20.5,286.05,-4.6,
14478,"QQQ,NVDA",12,20,3.0,20.0,0.7,0.3,10:30,15:30,78,5.1,286.07,-4.6,
14479,"QQQ,NVDA",5,30,1.0,30.0,0.6,0.3,10:00,15:30,78,16.7,286.21,-4.6,
14480,"QQQ,NVDA",12,20,1.0,20.0,0.6,0.6,10:00,15:00,78,23.1,286.21,-4.6,
14481,"SPY,QQQ,NVDA",9,20,3.0,30.0,0.9,0.6,10:00,14:30,78,26.9,286.12,-4.6,
14482,"SPY,QQQ,NVDA",5,20,3.0,30.0,0.7,0.5,09:45,15:00,78,16.7,286.13,-4.6,
14483,"QQQ,NVDA",5,20,1.0,20.0,0.7,0.3,10:30,14:30,78,21.8,286.33,-4.6,
14484,"QQQ,NVDA",12,20,2.0,20.0,0.6,0.4,10:00,15:00,78,15.4,286.12,-4.6,
14485,"SPY,QQQ,NVDA",5,30,1.0,20.0,0.7,0.4,10:30,14:30,78,20.5,286.33,-4.6,
14486,"QQQ,NVDA",9,26,1.0,20.0,0.9,0.5,09:45,15:30,78,16.7,285.79,-4.7,
14487,"SPY,QQQ,NVDA",5,26,2.0,20.0,0.8,0.3,10:00,14:30,78,14.1,286.03,-4.7,
14488,NVDA,12,15,5.0,30.0,0.6,0.5,10:00,15:00,78,12.8,285.9,-4.7,
14489,NVDA,12,15,5.0,30.0,0.7,0.5,10:00,15:00,78,12.8,285.9,-4.7,
14490,"SPY,QQQ,NVDA",5,20,2.0,20.0,0.7,0.3,10:00,14:30,78,15.4,285.99,-4.7,
14491,"SPY,QQQ,NVDA",12,26,5.0,50.0,0.7,0.6,10:00,15:30,78,12.8,285.86,-4.7,
14492,"QQQ,NVDA",9,15,1.0,50.0,0.9,0.3,09:45,15:30,78,21.8,285.95,-4.7,
14493,"QQQ,NVDA",5,26,1.0,30.0,0.9,0.3,10:30,14:30,78,23.1,285.87,-4.7,
14494,"SPY,QQQ,NVDA",12,20,1.0,20.0,0.8,0.4,09:45,14:30,78,20.5,285.87,-4.7,
14495,"SPY,QQQ,NVDA",12,15,1.0,50.0,0.9,0.6,10:30,14:30,78,28.2,285.98,-4.7,
14496,"QQQ,NVDA",12,30,5.0,20.0,0.6,0.4,10:00,15:00,78,10.3,285.84,-4.7,
14497,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.7,0.4,10:30,15:00,78,20.5,285.75,-4.7,
14498,"SPY,QQQ,NVDA",12,30,2.0,20.0,0.8,0.4,10:00,15:30,78,7.7,285.83,-4.7,
14499,NVDA,12,15,3.0,20.0,0.6,0.6,10:30,14:30,78,19.2,286.0,-4.7,
14500,"QQQ,NVDA",5,20,1.0,20.0,0.6,0.3,10:30,14:30,78,21.8,285.87,-4.7,
14501,"SPY,QQQ,NVDA",12,30,3.0,20.0,0.7,0.5,10:30,14:30,78,17.9,285.77,-4.7,
14502,"QQQ,NVDA",5,15,2.0,20.0,0.9,0.3,09:45,14:30,78,19.2,286.03,-4.7,
14503,"SPY,QQQ,NVDA",9,30,1.0,20.0,0.7,0.3,10:00,14:30,78,19.2,285.46,-4.8,
14504,"SPY,QQQ,NVDA",12,30,1.0,50.0,0.7,0.4,10:00,15:30,78,23.1,285.55,-4.8,
14505,"SPY,QQQ,NVDA",9,30,1.0,30.0,0.6,0.4,10:30,15:00,78,23.1,285.63,-4.8,
14506,"SPY,QQQ,NVDA",12,20,2.0,50.0,0.8,0.5,09:45,14:30,78,26.9,285.68,-4.8,
14507,"SPY,QQQ,NVDA",9,20,2.0,20.0,0.9,0.5,10:30,15:30,78,10.3,285.75,-4.8,
14508,"QQQ,NVDA",12,20,5.0,20.0,0.8,0.3,10:00,15:00,78,11.5,285.59,-4.8,
14509,"QQQ,NVDA",12,30,1.0,20.0,0.7,0.5,10:00,15:00,78,23.1,285.69,-4.8,
14510,"SPY,QQQ,NVDA",12,20,5.0,50.0,0.8,0.6,10:00,15:00,78,19.2,285.48,-4.8,
14511,"QQQ,NVDA",9,15,1.0,20.0,0.7,0.4,09:45,15:00,78,16.7,285.52,-4.8,
14512,NVDA,9,30,1.0,30.0,0.7,0.6,09:45,15:00,78,34.6,285.61,-4.8,
14513,"QQQ,NVDA",5,20,5.0,30.0,0.6,0.4,10:00,15:30,78,6.4,285.55,-4.8,
14514,"QQQ,NVDA",12,20,5.0,20.0,0.7,0.3,10:00,15:00,78,11.5,285.59,-4.8,
14515,NVDA,9,26,1.0,20.0,0.8,0.3,10:30,14:30,78,20.5,285.69,-4.8,
14516,"QQQ,NVDA",12,20,5.0,20.0,0.9,0.3,10:00,15:00,78,11.5,285.59,-4.8,
14517,"QQQ,NVDA",5,20,3.0,20.0,0.6,0.4,09:45,15:30,78,6.4,285.49,-4.8,
14518,"QQQ,NVDA",12,26,5.0,30.0,0.6,0.3,10:00,15:30,78,5.1,285.65,-4.8,
14519,NVDA,12,26,1.0,30.0,0.7,0.5,10:00,14:30,78,30.8,285.48,-4.8,
14520,"SPY,QQQ,NVDA",12,30,1.0,20.0,0.6,0.5,10:00,15:00,78,20.5,285.27,-4.9,
14521,"SPY,QQQ,NVDA",9,15,1.0,20.0,0.6,0.5,09:45,15:30,78,19.2,285.22,-4.9,
14522,"QQQ,NVDA",9,30,1.0,30.0,0.7,0.3,10:00,15:00,78,19.2,285.35,-4.9,
14523,"SPY,QQQ,NVDA",9,15,2.0,30.0,0.8,0.3,10:30,15:30,78,10.3,285.42,-4.9,
14524,"SPY,QQQ,NVDA",9,15,1.0,30.0,0.7,0.4,10:30,14:30,78,24.4,285.38,-4.9,
14525,"QQQ,NVDA",5,26,2.0,50.0,0.6,0.4,10:30,14:30,78,24.4,285.25,-4.9,
14526,"QQQ,NVDA",12,20,5.0,30.0,0.8,0.5,10:00,15:30,78,10.3,285.27,-4.9,
14527,"SPY,QQQ,NVDA",12,20,2.0,50.0,0.7,0.5,09:45,14:30,78,26.9,285.19,-4.9,
14528,"QQQ,NVDA",5,26,5.0,30.0,0.7,0.5,10:00,14:30,78,21.8,285.23,-4.9,
14529,"QQQ,NVDA",5,20,2.0,20.0,0.9,0.6,10:00,15:30,78,11.5,285.3,-4.9,
14530,"QQQ,NVDA",5,26,5.0,30.0,0.8,0.5,10:00,14:30,78,21.8,285.23,-4.9,
14531,"SPY,QQQ,NVDA",5,30,1.0,30.0,0.7,0.4,09:45,15:00,78,21.8,285.42,-4.9,
14532,"QQQ,NVDA",5,26,5.0,30.0,0.9,0.5,10:00,14:30,78,21.8,285.23,-4.9,
14533,"SPY,QQQ,NVDA",9,30,3.0,30.0,0.7,0.5,10:00,15:30,78,10.3,285.24,-4.9,
14534,"SPY,QQQ,NVDA",5,20,1.0,30.0,0.6,0.6,10:30,14:30,78,33.3,285.19,-4.9,
14535,"SPY,QQQ,NVDA",9,15,2.0,20.0,0.9,0.6,10:30,15:30,78,14.1,285.19,-4.9,
14536,"QQQ,NVDA",9,15,2.0,30.0,0.8,0.4,10:00,15:30,78,11.5,284.86,-5.0,
14537,"SPY,QQQ,NVDA",12,26,1.0,20.0,0.8,0.4,10:00,15:30,78,12.8,284.95,-5.0,
14538,NVDA,5,26,1.0,30.0,0.7,0.4,10:00,14:30,78,24.4,284.94,-5.0,
14539,"SPY,QQQ,NVDA",12,20,1.0,20.0,0.9,0.4,09:45,14:30,78,20.5,285.11,-5.0,
14540,"SPY,QQQ,NVDA",5,30,1.0,20.0,0.8,0.3,09:45,14:30,78,15.4,285.15,-5.0,
14541,"SPY,QQQ,NVDA",12,30,3.0,30.0,0.8,0.5,10:30,15:30,78,9.0,285.03,-5.0,
14542,NVDA,9,20,1.0,30.0,0.7,0.3,10:30,15:00,78,16.7,285.02,-5.0,
14543,NVDA,5,26,1.0,20.0,0.7,0.5,09:45,15:00,78,23.1,285.07,-5.0,
14544,"QQQ,NVDA",12,20,2.0,30.0,0.6,0.3,10:00,15:00,78,14.1,285.07,-5.0,
14545,"QQQ,NVDA",5,15,5.0,30.0,0.6,0.6,09:45,15:30,78,11.5,285.08,-5.0,
14546,"SPY,QQQ,NVDA",12,15,1.0,30.0,0.9,0.6,10:30,14:30,78,28.2,284.59,-5.1,
14547,NVDA,5,26,1.0,50.0,0.8,0.5,09:45,14:30,78,30.8,284.73,-5.1,
14548,"QQQ,NVDA",9,15,1.0,50.0,0.8,0.5,10:30,14:30,78,33.3,284.66,-5.1,
14549,"QQQ,NVDA",12,20,3.0,20.0,0.7,0.6,10:00,15:00,78,16.7,284.66,-5.1,
14550,"QQQ,NVDA",12,15,1.0,50.0,0.9,0.5,10:30,15:00,78,29.5,284.7,-5.1,
14551,"QQQ,NVDA",12,30,1.0,50.0,0.7,0.3,10:30,14:30,78,30.8,284.79,-5.1,
14552,"QQQ,NVDA",5,20,1.0,20.0,0.6,0.6,10:30,15:00,78,25.6,284.66,-5.1,
14553,NVDA,5,26,2.0,20.0,0.8,0.6,09:45,14:30,78,21.8,284.56,-5.1,
14554,"SPY,QQQ,NVDA",9,15,2.0,20.0,0.6,0.3,10:00,14:30,78,16.7,284.83,-5.1,
14555,"QQQ,NVDA",9,15,3.0,20.0,0.7,0.4,10:00,15:30,78,6.4,284.7,-5.1,
14556,"SPY,QQQ,NVDA",5,30,1.0,30.0,0.8,0.3,10:00,15:00,78,15.4,284.63,-5.1,
14557,NVDA,5,26,2.0,20.0,0.9,0.6,09:45,14:30,78,21.8,284.56,-5.1,
14558,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.9,0.4,10:30,15:00,78,23.1,284.79,-5.1,
14559,"SPY,QQQ,NVDA",12,20,1.0,20.0,0.6,0.4,09:45,14:30,78,20.5,284.37,-5.2,
14560,"SPY,QQQ,NVDA",5,26,2.0,20.0,0.9,0.3,10:30,15:30,78,6.4,284.54,-5.2,
14561,"SPY,QQQ,NVDA",5,15,2.0,20.0,0.8,0.3,09:45,14:30,78,14.1,284.42,-5.2,
14562,"QQQ,NVDA",12,20,3.0,50.0,0.7,0.4,09:45,15:00,78,15.4,284.53,-5.2,
14563,"QQQ,NVDA",12,30,2.0,20.0,0.7,0.5,09:45,14:30,78,17.9,284.42,-5.2,
14564,NVDA,12,20,2.0,50.0,0.6,0.4,10:30,14:30,78,20.5,284.37,-5.2,
14565,"SPY,QQQ,NVDA",12,20,1.0,50.0,0.8,0.3,10:00,15:00,78,17.9,284.28,-5.2,
14566,"QQQ,NVDA",9,15,1.0,50.0,0.6,0.3,10:30,15:00,78,17.9,284.26,-5.2,
14567,"SPY,QQQ,NVDA",9,30,2.0,20.0,0.9,0.5,10:00,14:30,78,19.2,284.43,-5.2,
14568,"SPY,QQQ,NVDA",9,30,2.0,20.0,0.9,0.6,10:00,15:30,78,14.1,284.45,-5.2,
14569,"QQQ,NVDA",12,30,5.0,30.0,0.6,0.3,10:00,15:30,78,6.4,284.45,-5.2,
14570,NVDA,12,26,2.0,30.0,0.7,0.6,09:45,15:00,78,26.9,284.33,-5.2,
14571,"SPY,QQQ,NVDA",9,30,2.0,20.0,0.8,0.5,10:00,14:30,78,19.2,284.43,-5.2,
14572,"QQQ,NVDA",12,15,1.0,20.0,0.8,0.6,10:30,15:00,78,26.9,284.55,-5.2,
14573,"QQQ,NVDA",5,30,5.0,30.0,0.9,0.6,09:45,15:30,78,11.5,284.4,-5.2,
14574,"QQQ,NVDA",5,30,5.0,30.0,0.8,0.6,09:45,15:30,78,11.5,284.4,-5.2,
14575,"QQQ,NVDA",12,20,3.0,20.0,0.8,0.3,10:30,15:30,78,5.1,284.12,-5.3,
14576,"SPY,QQQ,NVDA",12,30,5.0,30.0,0.7,0.5,09:45,14:30,78,10.3,284.12,-5.3,
14577,"QQQ,NVDA",12,15,1.0,30.0,0.8,0.3,10:00,15:30,78,17.9,284.1,-5.3,
14578,"QQQ,NVDA",12,20,3.0,20.0,0.9,0.3,10:30,15:30,78,5.1,284.12,-5.3,
14579,"SPY,QQQ,NVDA",5,20,2.0,20.0,0.9,0.4,09:45,15:30,78,12.8,284.22,-5.3,
14580,"QQQ,NVDA",9,20,1.0,30.0,0.9,0.3,10:30,15:30,78,16.7,283.99,-5.3,
14581,NVDA,12,20,3.0,50.0,0.7,0.5,10:30,15:30,78,12.8,284.11,-5.3,
